station,measureDate,decimaldate,yearday,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,dotemp,do,secchi,depth,nh4,po4,TDN,chlor_a,phaeopigments_a,tss,pom,pim,,,,,,,,,
RB,2/21/02,2002.143737,52,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1144,KMO/PHS,FLOOD,9.3,32.2,49.72,9,9.8,0.83,32,0.576,0.333,,0.854,0.267,36.111,29,7.111,,,,,,,,,
RB,3/26/02,2002.234086,85,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,940,KMO/JKR,MID EBB,11.3,30.6,47.23,11,7.2,0.44,37.9,0.709,0.315,,0.961,1.43,59.667,53.222,6.444,,,,,,,,,
RB,4/24/02,2002.313484,114,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1220,KMO/JKR,LATE EBB,17,31.1,47.63,17,5.4,0.76,22.8,1.12,,,2.14,0.032,25,23.556,1.444,,,,,,,,,
RB,5/21/02,2002.387406,141,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1308,KMO,MID FLOOD,17.9,32.2,49.16,18,5.5,0.73,8.3,0.796,0.519,,1.92,1.67,41.222,38.778,2.444,,,,,,,,,
RB,6/21/02,2002.472279,172,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1412,KMO,EARLY FLOOD,27,33.5,51.1,27,5,0.47,5.8,1.6,0.809,,1.5,0.822,58.111,49,9.111,,,,,,,,,
RB,7/22/02,2002.557153,203,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1332,KMO/PHS/JOE M/+,LATE EBB,29.2,34,51.9,29.5,4.4,0.72,27.2,3.8,1.31,,2.46,1.95,46.444,39.778,6.667,,,,,,,,,
RB,8/20/02,2002.63655,232,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1353,KMO/ JOE M,EARLY FLOOD,30,34.1,52,30,2.8,1.3,31,3.17,1.56,,1.92,0.769,32,31.222,0.778,,,,,,,,,
RB,9/30/02,2002.748802,273,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1137,KMO,EARLY FLOOD,24.1,32.2,49.04,24,3.2,0.92,3.8,4.57,1.44,,1.28,1.56,49.444,42.111,7.333,,,,,,,,,
RB,10/17/02,2002.795346,290,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1048,KMO/JKR,LATE EBB,17.8,31.2,47.78,17.5,3.4,0.86,29,2.78,1.6,,1.39,,41.778,37,4.778,,,,,,,,,
RB,11/19/02,2002.885695,323,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1509,KMO,LATE EBB,11.2,28.3,45.15,11,3.3,0.43,9.2,4.43,0.741,,0.854,0.192,48.778,39.444,9.333,,,,,,,,,
RB,12/17/02,2002.962355,351,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1306,KMO/PHS,LATE EBB,5.4,29.6,46.4,,5,1.26,35,0.628,0.241,,1.39,,29.222,24.556,4.667,,,,,,,,,
RB,4/14/03,2003.285421,104,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1448,KMO/BS,EARLY FLOOD,12.5,24,37.83,12.5,8.9,0.74,41,0.885,0.132,,1.07,1.25,33.778,30,3.778,,,,,,,,,
RB,6/27/03,2003.488022,178,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1241,KMO,LATE EBB,27.7,29.9,46.25,27.5,5.3,0.91,28.4,2.06,0.763,,2.78,0.812,48,40.889,7.111,,,,,,,,,
RB,7/28/03,2003.572895,209,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1415,KMO,LATE EBB,28.3,30.8,47.5,28,5,0.71,32,8.85,1.91,,2.56,1.03,40.667,33.111,7.556,,,,,,,,,
RB,8/27/03,2003.655031,239,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1319,KMO,LATE EBB,27.3,28.6,44.35,27,4.8,0.6,30.2,3.42,1.74,,3.1,1.31,73.444,60.778,12.667,,,,,,,,,
RB,11/7/03,2003.852156,311,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1132,KMO/BJS,MID EBB,19.9,29.3,45.17,20,7.8,0.92,45,0.791,0.321,,1.6,,44.667,40.111,4.556,,,,,,,,,
RB,12/9/03,2003.939767,343,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1336,KMO/BJS,LATE EBB,4.8,30.6,48.07,5,11.5,0.64,26,0.695,0.389,,2.35,2.36,49.333,44.889,4.444,,,,,,,,,
RB,2/20/04,2004.13963,51,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1305,KMO/BJS,LATE EBB,4.4,30.1,47.31,4,12.2,0.75,36,1.3,0.106,,,,45.222,41.333,3.889,,,,,,,,,
RB,4/16/04,2004.29295,107,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1242,,,11.8,28.1,32.57,12,8.5,0.74,40,3.44,0.28,,,,28.111,21.556,6.556,,,,,,,,,
RB,6/29/04,2004.495551,181,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1058,KIM/JLM,LATE EBB,25,31,47.61,25.5,4.4,0.55,41,8.39,1.57,,,,37,32.222,4.778,,,,,,,,,
RB,7/30/04,2004.580424,212,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1230,JLM,LATE EBB,27.8,24.3,38.27,,,0.5,35,,1.5,,,,31.778,26.889,4.889,,,,,,,,,
RB,8/26/04,2004.654346,239,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1205,Josh/Brandon/Kim,LOW,26.4,22.7,36.01,,,0.71,33.5,8.07,1.99,,,,25.111,18.444,6.667,,,,,,,,,
RB,9/30/04,2004.750171,274,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1550,KMO/BJS,LATE EBB,23.1,29.8,45.87,23.5,12,0.49,37.7,,,,,,,,,,,,,,,,,
RB,10/26/04,2004.821355,300,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1432,BJS/JLM,LATE EBB,14.9,29,44.76,15,8.5,0.91,38.5,2.92,1.49,,,,23.444,20.556,2.889,,,,,,,,,
RB,11/10/04,2004.862423,315,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1126,Josh/Brandon,LATE EBB,11.4,30.4,46.81,11.2,10.1,1.17,30.7,3.11,0.643,,,,,,,,,,,,,,,
RB,12/8/04,2004.939083,343,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1112,KMO/BJS,LATE EBB,11.4,28.7,44.47,11.1,10.9,1.4,34.2,,,,,,,,,,,,,,,,,
RB,2/9/05,2005.111567,40,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,Josh/Br,,,,,,,NaN,,,,,,,,,,,,,,,,,,
RB,3/22/05,2005.223819,81,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1130,BJS/JLM,MID EBB,9.3,26.7,41.75,10,10.5,1.97,9.2,,,,,,26.55553333,9.1111,17.44443333,,,,,,,,,
RB,4/18/05,2005.297741,108,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1130,JLM/BJS,EARLY FL,11.8,17.2,27.98,11.9,10.2,0.77,37.7,1.017333333,0.228666667,14.82633333,,,34.1111,9.333333333,24.7778,,,,,,,,,
RB,5/18/05,2005.379877,138,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1100,BJS/JLM,LATE EBB,19.4,30.1,46.28,19,9.4,1,34.5,0.54825,0.276,19.78166667,,,31.77776667,8.555566667,23.22223333,,,,,,,,,
RB,6/21/05,2005.472964,172,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1405,BJS/JLM,LATE EBB,23.1,29,44.78,23.8,7.3,0.64,39.8,2.82,0.862,,,,45,8.444433333,36.55556667,,,,,,,,,
RB,7/20/05,2005.552361,201,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1359,JLM/BJS,EARLY FL,30.9,28.8,44.84,31,4.8,0.51,10.5,2.43,1.706666667,31.8,,,31.8889,2.666666667,29.22223333,,,,,,,,,
RB,9/1/05,2005.670089,244,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1335,JLM,LATE EBB,27.9,27.3,42.6,28,6.2,1.24,44,,,18.13333333,6.886666667,18.36333333,40.55556667,12,28.55556667,,,,,,,,,
RB,9/29/05,2005.746749,272,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1219,KMO/JLM,LATE EBB,24.1,31.1,47.7,24,6.4,1.22,48,0.869,1.676666667,22.66666667,3.796666667,11.94666667,16.55556667,2.2222,14.33333333,,,,,,,,,
RB,10/31/05,2005.83436,304,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1217,KMO/ART,LATE EBB,12.4,30.2,46.74,13,7,0.79,14,2.043333333,0.15575,22.575,1.42,5.91,38.22223333,4.1111,34.11113333,,,,,,,,,
RB,11/16/05,2005.878166,320,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1251,KMO/JLM,MID EBB,17.4,30.3,46.71,17.5,7,0.41,33,3.843333333,0.516666667,15.8,5.7,12.935,45.44446667,5.555566667,39.88886667,,,,,,,,,
RB,12/12/05,2005.94935,346,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1135,KMO/JLM,LATE EBB,,,,5,10.6,NaN,42,0.955,0.0236,28.65,2.37,6.696666667,16.66666667,2,14.6667,,,,,,,,,
RB,3/28/06,2006.239562,87,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1248,KMO/ART,LATE EBB,9.9,31.8,48.99,10,10.56,0.61,20,1.73,0.068,16.2,2.133333333,7.62,42.66666667,6.222233333,36.44446667,,,,,,,,,
RB,4/25/06,2006.316222,115,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1236,KMO/ART,LATE EBB,19.4,31,47.44,19.5,7.44,0.48,39,1.636666667,0.1069,16.6,1.656666667,8.976666667,63.77776667,8.333333333,55.44443333,,,,,,,,,
RB,5/23/06,2006.392882,143,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,,,23.5,,,,,,,,,,,,,,
RB,5/24/06,2006.395619,144,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1153,KMO/ART,LATE EBB,20.1,32.1,49.04,20,6.93,0.61,37,2.556666667,0.364333333,,2.61,11.75666667,52.99996667,3.333333333,49.66666667,,,,,,,,,
RB,6/22/06,2006.475017,173,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1148,KMO/ART,LATE EBB,27.4,30.9,47.51,27.5,6.48,0.99,11.2,2.223333333,0.159,54.655,10.21333333,27.17666667,37.11113333,5.2222,31.8889,,,,,,,,,
RB,7/21/06,2006.554415,202,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1224,KMO/ART,EARLY FL,29.7,30.8,47.5,29.8,5.04,0.76,39,1.47,1.345,29.67466667,10.92666667,30.71666667,39.22223333,4.333333333,34.8889,,,,,,,,,
RB,8/21/06,2006.639288,233,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1244,KMO/DB,LATE EBB,27.9,30.6,47.15,27.9,4.73,0.51,13,8.023333333,1.073,19.60133333,3.083333333,11.4,38.8889,5,33.88886667,,,,,,,,,
RB,9/18/06,2006.715948,261,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1319,KMO/DB,EARLY FL,23.5,27.8,43.16,23.6,6.11,1.37,14,1.1655,2.443333333,28.317,3.796666667,11.11333333,22.22223333,4.777766667,17.44443333,,,,,,,,,
RB,11/3/06,2006.841889,307,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1228,KMO/DB,LATE EBB,13,28.4,44.07,13,8.43,0.74,26,3.53,1.094666667,22.781,,,27.22223333,4.222233333,22.99996667,,,,,,,,,
RB,12/5/06,2006.9295,339,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,KMO/ART,,,,,,,NaN,,,,,,,,,,,,,,,,,,
RB,2/28/07,2007.162218,59,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1212,KMO/CB/,LATE EBB,5.8,30.2,47.21,5.8,11.48,1.14,36,0.055366667,,22.19333333,,,26.44446667,3.1111,23.3333,,,,,,,,,
RB,3/29/07,2007.241615,88,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1219,KMO/CB/,LATE EBB,14.5,31.3,47.99,14.4,8.72,0.74,33,0.321333333,0.321,13.5,2.845,9.58,27.1111,3.7778,23.33333333,,,,,,,,,
RB,4/26/07,2007.318275,116,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,KMO/DB/,,,,,,,NaN,,,,,,,,,,,,,,,,,,
RB,5/30/07,2007.411362,150,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1331,KMO/DB,LATE EBB,24.1,30.7,47.2,24.1,6.54,1.47,42,1.823333333,0.714333333,21.93333333,3.205,9.935,29.2222,6.222233333,23,,,,,,,,,
RB,6/26/07,2007.485284,177,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1230,KMO/CB,EARLY FL,26.2,31.7,48.68,26.4,6.79,0.61,19.9,1.823333333,0.714333333,24.26666667,0.71,13.43,28.66666667,4.1111,24.55556667,,,,,,,,,
RB,7/26/07,2007.56742,207,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1153,KMO/DB,LATE EBB,26.9,32.7,50,26.9,5.54,0.61,38,2.376666667,1.876666667,,,,27.8889,3.666633333,24.2222,,,,,,,,,
RB,8/24/07,2007.646817,236,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1151,KMO/CB,LATE EBB,26.9,32.8,50.2,27,4.35,0.76,37,,2.496666667,38.75,,,29.33333333,5.8889,23.44446667,,,,,,,,,
RB,9/24/07,2007.731691,267,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1228,kmo/cb,LATE EBB,24,33.3,50.7,24,4.84,0.89,14.8,8.863333333,3.676666667,44.46666667,2.61,7.266666667,35.33333333,3.8889,31.44443333,,,,,,,,,
RB,10/23/07,2007.811088,296,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1203,KMO/CB,LATE EBB,21.8,33.8,51.3,21.9,5.71,0.58,31,1.99,1.98,25.5,2.845,6.585,37.22223333,5.444466667,31.7778,,,,,,,,,
RB,11/7/07,2007.852156,311,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1251,KMO/CB,LATE EBB,12.7,31.9,48.9,12.7,7.51,0.76,16,4.46,1.95,21.7,1.183333333,4.84,30.55556667,4.555533333,25.99996667,,,,,,,,,
RB,2/19/08,2008.136893,50,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1247,KMO/CB,LATE EBB,8.9,29.3,45.67,9,9.54,0.66,6,0.117,0.153133333,16.6,,,35.22223333,3.555566667,31.66666667,,,,,,,,,
RB,3/18/08,2008.213552,78,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1304,KMO/DB,LATE EBB,10.5,29.5,45.73,10.6,8.75,0.81,11,,,25.13333333,,,28.66666667,5,23.66666667,,,,,,,,,
RB,4/16/08,2008.29295,107,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1248,KMO/CB,LATE EBB,14.2,28.7,44.37,14.3,7.28,1.22,27,,,19.6,,,17,1.333333333,15.6667,,,,,,,,,
RB,5/13/08,2008.366872,134,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1219,KMO/DB,EARLY FL,15.5,29.2,45.16,15.7,6.66,NaN,42.7,,,21.16666667,,,27.44443333,5.7778,21.66666667,,,,,,,,,
RB,7/15/08,2008.539357,197,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1321,KMO/DB,LATE EBB,27.5,31.5,48.4,27.5,4.39,0.58,36,,,35.7,,,25.77776667,4.444433333,21.33336667,,,,,,,,,
RB,10/9/08,2008.774812,283,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1057,KMO/DB/CB,EARLY FLOOD,20.3,30.3,46.48,20.3,5.61,1.42,10,,,30.13333333,,,,,,,,,,,,,,
RB,4/23/09,2009.311431,113,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1413,KMO/CB,LATE EBB,16,29,44.74,16.5,6.8,NaN,30,9.716666667,,,,,,,,,,,,,,,,
RB,12/1/09,2009.919233,335,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,1.91,0.299333333,,,,,,,,,,,,,,,
RB,12/3/09,2009.924709,337,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1420,ACS/DMB/CRB,LATE EBB,11.8,26.7,41.66,,,0.36,30,,,,,,,,,,,,,,,,,
RB,5/24/10,2010.395619,144,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1100,CB/AS/DB,LATE EBB,22.2,28.2,41.23,22.1,6.44,0.64,38,,,,,,,,,,,,,,,,,
RB,5/25/10,2010.398357,145,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,6.04,0.192,,,,,,,,,,,,,,,
RB,7/27/11,2011.570157,208,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1217,AS/DB,Late Ebb,30.9,29.1,45.27,31,6.98,0.76,42,,2.97,23.5,17.32533333,4.787013333,19.77777778,7.333333332,12.44444445,,,,,,,,,
RB,10/10/11,2011.775496,283,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1343,BR,LATE EBB,19.7,30.1,46.25,20,7.68,0.74,14,3.566666667,1.833333333,27.86666667,,,,,,,,,,,,,,
RB,1/5/12,2012.013689,5,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1214,BR,Late Ebb,5.3,31,48.46,5.6,10.16,1.42,,,,,3.322666667,1.611493333,34.66666667,20.33333333,14.33333333,,,,,,,,,
RB,4/4/12,2012.260096,95,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1156,AS DB,EARLY EBB,15,31,47.62,15.2,7.49,0.74,,,0.146,,2.373333333,1.82984,562,528.5555556,33.44444445,,,,,,,,,
RB,7/16/12,2012.542094,198,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1200,AS DB,,28.6,33.2,50.7,,,0.64,,,,,,,26.33333333,4.333333333,22,,,,,,,,,
RB,10/1/12,2012.752909,275,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,4.1,0.870666667,,,,,,,,,,,,,,,
RB,11/12/12,2012.867899,317,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1239,AS DB,,10.8,27.7,43.23,,7.31,0.5,,,,,1.424,1.682693333,40,4.666666667,35.33333333,,,,,,,,,
RB,4/8/13,2013.270363,98,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1243,,LATE EBB,,29.4,46.54,,,0.9,,0.278866667,0.09975,10.05,,,,,,,,,,,,,,
RB,4/9/13,2013.273101,99,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,,,,,,17.33333333,3.5,13.83333333,,,,,,,,,
RB,8/5/13,2013.596167,217,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1300,DB,LATE EBB,26.6,31.7,48.7,26.7,6.62,0.5,26,1.563333333,5.09,25.45,4.509333333,6.455466667,29.66666667,4.5,25.16666667,,,,,,,,,
RB,10/3/13,2013.7577,276,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1231,LA/NoahEgge/DB,LATE EBB,22.1,32.4,49.41,22.1,6.37,0.8,32,5.33,1.663333333,24.135,1.661333333,2.907333333,15.5,2.833333333,12.66666667,,,,,,,,,
RB,12/16/13,2013.960301,350,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1228,DB/AS,LATE EBB,5.9,28.6,44.87,6,9.69,1.3,41.2,,,,1.661333333,2.176346667,17.33333333,2,15.33333333,,,,,,,,,
RB,3/27/14,2014.236824,86,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1218,DB/AS,LATE EBB,4.8,30.9,29.73,5.1,9.82,0.75,27.6,,,31.13333333,4.034666667,8.20936,43.16666667,5.333333333,37.83333333,,,,,,,,,
RB,6/11/14,2014.444901,162,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1234,DB,LATE EBB,26.5,29.9,46.14,26.4,5.74,0.4,38,,,35.96666667,5.933333333,5.214213333,42.33333333,5.333333333,37,,,,,,,,,
RB,9/22/14,2014.726899,265,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1206,DB,FALLING,23,31.3,47.9,23,6.82,1.1,26,3.71,0.889666667,12.3,14.90414904,-0.842408424,27.11111111,3,24.11111111,,,,,,,,,
RB,12/5/14,2014.9295,339,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1206,DB/AS,,8.5,32.1,49.53,8.6,10.18,0.65,14.6,2.196666667,0.454333333,12.3,3.88803888,-1.166411664,45.66666667,4.333333333,41.33333333,,,,,,,,,
RB,4/16/15,2015.290897,106,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1110,DB,FALLING,15,31.8,48.662,15,7.8,0.45,23,2.713333333,0.344,11.7,14.90414904,7.322473224,64.66666667,5.555555556,59.11111111,,,,,,,,,
RB,6/16/15,2015.457906,167,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1235,DB/EB/N,FALLING,29,33.9,51.7,29.1,5.5,0.25,22.4,6.78,1.03,17.03333333,16.200162,-4.406444064,68.22222222,7.111111111,61.11111111,,,,,,,,,
RB,10/13/15,2015.78371,286,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1230,DB,FALLING,21,32.2,49.132,20,9.02,0.4,38,3.786666667,0.264666667,26.2,,,,,,,,,,,,,,
RB,11/10/15,2015.86037,314,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1405,,FALLING,16.9,31.1,47.668,17.3,9.45,1.05,21.3,1.171333333,0.237333333,15.43333333,5.83205832,3.693636936,,,,,,,,,,,,
RB,2/21/16,2016.142368,52,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1220,DB/RA/TB,FALLING,6.3,30.8,30.808,6.3,10.8,0.61,18.6,0.0777,,9.166666667,18.79218792,4.53604536,37.44444444,5.333333333,32.11111111,,,,,,,,,
RB,8/17/16,2016.629706,230,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1220,AS/SP,EBB,30.9,32.2,49.5,30.9,4.43,0.94,35,4.236666667,1.936666667,16.26666667,14.25614256,5.313653135,,,,,,,,,,,,
RB,10/18/16,2016.799452,292,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1314,ACS/JRP/SET,MID EBB,20.4,28.2,43.42,20.5,6.2,0.4,28,2.663333333,0.512333333,15.43333333,14.25614256,5.313653135,,,,,,,,,,,,
RB,12/13/16,2016.952772,348,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1215,,,7.1,30,46.8,7.3,8.55,0.5,10.5,1.460333333,0.489333333,17.6,4.568445684,5.773737737,,,,,,,,,,,,
RB,4/26/17,2017.319644,116,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,,,,,,,,,NaN,,,,11.135,,,,,,,,,,,,,,
RB,4/27/17,2017.322382,117,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1403,,FALLING,17.6,31.2,47.75,17.7,6.44,0.4,10,2.043333333,,,9.7200972,-0.194401944,,,,,,,,,,,,
RB,8/21/17,2017.639973,233,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1230,EB/DL/SK,FALLING,29.2,29,45.08,29.1,4.27,0.45,36.6,7.886666667,2.436666667,14.7,9.136891369,2.157861578,66.55555556,6,60.55555556,,,,,,,,,
RB,12/4/17,2017.927447,338,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1332,DL/AB/MV/LA,FALLING,11,30.7,47.34,14.8,6.86,0.45,4.3,2.556666667,0.464,12.03333333,5.18405184,6.156061561,,,,,,,,,,,,
RB,4/26/18,2018.31896,116,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1300,LA/DL/AB/CJ,FALLING,15.2,30.1,46.4,15.4,7.3,0.9,14,2.456666667,0.394333333,11.90666667,1.188,1.97208,,,,,,,,,,,,
RB,9/6/18,2018.683094,249,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1057,CJ/DL/SH/SK,FALLING,30.6,,47.7,30.2,4.19,0.75,24,3.343333333,1.566666667,25.5,10.60992,0.175911,,,,,,,,,,,,
RB,10/8/18,2018.770705,281,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1240,CJ/AB/SH,FALLING,26.5,29.8,45.99,26.6,5.45,0.55,15.4,3.64,1.206666667,18.03333333,3.2076,3.27888,134.5,67.5,67,,,,,,,,,
RB,5/1/19,2019.331964,121,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1219,DL/JM/AB,FALLING,20,28.4,44,20,6.3,0.65,18,5.456666667,0.710666667,18.86666667,3.9204,-0.1782,16.5,2.833333333,13.66666667,,,,,,,,,
RB,7/15/19,2019.537303,196,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1152,DL/+,FALLING,30,30.9,47.7,30,6.52,0.45,32,3.953333333,1.056666667,19.66666667,17.4636,-3.99168,,,,,,,,,,,,
RB,10/15/19,2019.789185,288,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1330,CJ/JM/DL/+,FALLING,20.8,31.2,43.97,20.6,8.99,0.5,20,4.093333333,0.82,19.50666667,4.2768,-0.03564,,,,,,,,,,,,
RB,1/23/20,2020.062971,23,5,Lagoon Shoal,Machipongo,37.46406076,-75.80665112,1023,JM/DL/+,FALLING,3.4,31.4,49.46,3.5,13.24,0.75,3.5,2.576666667,0.284666667,16.8,,,,,,,,,,,,,,
RCC,8/26/04,2004.654346,239,2,Mainland Creek,Oyster,37.302883,-75.904642,1118,KMO/ART/SEL,LATE EBB,25.4,29.2,45.19,26.5,5.3,0.72,3,4.07,1.28,,,,26.778,22.334,4.444,,,,,,,,,
RCC,9/30/04,2004.750171,274,2,Mainland Creek,Oyster,37.302883,-75.904642,1614,ART,LATE EBB,23.2,30.2,44.9,23,6.4,0.8,5,,,,,,,,,,,,,,,,,
RCC,10/26/04,2004.821355,300,2,Mainland Creek,Oyster,37.302883,-75.904642,1410,KMO/AS,EARLY FLOOD,15.3,29.7,45.73,15.5,8.2,NaN,1.5,3.61,0.643,,,,21.333,20,1.333,,,,,,,,,
RCC,11/10/04,2004.862423,315,2,Mainland Creek,Oyster,37.302883,-75.904642,1154,KMO/AS,LATE EBB,11,30.4,46.86,,,1.13,11.3,2.2,0.538,,,,,,,,,,,,,,,
RCC,12/8/04,2004.939083,343,2,Mainland Creek,Oyster,37.302883,-75.904642,1120,ART,LATE EBB,12,30.4,46.83,,,1.64,8.8,,,,,,,,,,,,,,,,,
RCC,2/9/05,2005.111567,40,2,Mainland Creek,Oyster,37.302883,-75.904642,1407,KMO/ART,LATE EBB,5.2,29.1,45.71,5.2,14.7,1.37,11.9,,,,,,,,,,,,,,,,,
RCC,3/22/05,2005.223819,81,2,Mainland Creek,Oyster,37.302883,-75.904642,1138,KMO/ART,LATE EBB,9.7,30.5,47.03,9.9,11.72,NaN,,,,,,,15.2222,4.8889,10.33333333,,,,,,,,,
RCC,4/18/05,2005.297741,108,2,Mainland Creek,Oyster,37.302883,-75.904642,1100,KMO/ART,LATE EBB,11.3,30.9,47.67,11.1,10.63,0.89,4.3,1.091666667,0.262333333,15.39466667,,,30.22223333,4.6667,25.55553333,,,,,,,,,
RCC,5/18/05,2005.379877,138,2,Mainland Creek,Oyster,37.302883,-75.904642,,,,,,,,,NaN,,1.4925,0.314833333,17.706,,,33.2222,6.333333333,26.8889,,,,,,,,,
